559476558541,696569,803189
144343799077,240811,599407
58304086619,80263,726413
55504399019,217229,255511
581386673503,628913,924431
23762351189,37717,630017
664508164063,675071,984353
49986349243,101839,490837
48552670381,167071,290611
395323710167,624241,633287
328223140247,387109,847883
176198302571,385159,457469
432751465781,487897,886973
717038880193,781283,917771
291733340557,414131,704447
447471549397,585413,764369
744346294781,808019,921199
13173975247,16091,818717
50473171277,54917,919081
181681454989,412949,439961
717043868143,736063,974161
224056530073,268999,832927
59560305221,92951,640771
203128699531,309629,656039
337408389841,564533,597677
29238844909,139483,209623
129389941333,326593,396181
325133453597,398339,816223
13826327909,16453,840353
373338072787,444089,840683
38577133799,42979,897581
84882013417,119183,712199
150927114827,220123,685649
32066100337,48563,660299
108485658679,180779,600101
273962569103,276047,992449
887385700031,900169,985799
72697168937,238471,304847
297105849011,391691,758521
23152717859,58073,398683
119650096051,264787,451873
215769944947,231607,931621
28034850407,39199,715193
23629378523,75767,311869
7808790667,28229,276623
74645805023,225371,331213
35991499601,59929,600569
820715467333,885769,926557
281906864251,339223,831037
15938222737,46861,340117
501486819157,592849,845893
72449334743,226453,319931
501260003,1223,409861
319622163821,341911,934811
704982085051,749701,940351
9725778347,17239,564173
129917138881,144307,900283
176053329989,395303,445363
52893999649,164431,321679
42143746751,63587,662773
162412342649,205661,789709
186644569823,259841,718303
141285256141,237319,595339
287432638877,502121,572437
233387201561,302801,770761
3606506287,23117,156011
57548008601,58231,988271
693283129717,716897,967061
590018534041,735617,802073
619756367429,772081,802709
569791455901,730559,779939
462653116363,547229,845447
6604941727,34217,193031
486958228063,517571,940853
15315558737,87553,174929
164020007323,396631,413533
68026650007,98327,691841
398093036227,536989,741343
64667887411,98927,653693
142267359799,263209,540511
246189450583,262807,936769
368816704429,495457,744397
5041446593,17327,290959
221432007583,343901,643883
185921653367,274349,677683
113767742923,198943,571861
476897066417,671477,710221
41548137941,64483,644327
629934864701,710977,886013
57031808387,166847,341821
102176134649,228469,447221
432030280151,497423,868537
534797989633,582469,918157
80413017371,146581,548591
44827018387,124021,361447
61119143207,65287,936161
51131219273,166867,306419
6209978651,10133,612847
341598375533,458501,745033
77851197737,137413,566549
16406458063,36697,447079
30041036083,122477,245279
490999713563,503369,975427
293389161367,426421,688027
205324343041,337973,607517
23519356801,136519,172279
580306661833,587897,987089
124709995121,280879,443999
50681289683,153281,330643
148143274603,174763,847681
636140148559,709741,896299
646177900171,737147,876593
73087767409,179327,407567
346687759291,427417,811123
324266137267,494849,655283
32768580431,80177,408703
53998017509,93851,575359
47409730801,52951,895351
312748947887,388117,805811
13079911007,42409,308423
282308817773,485777,581149
47147179061,60901,774161
5622833681,24781,226901
82143505729,260387,315467
3445599767,43237,79691
727422727067,828361,878147
330120365521,547007,603503
305736789151,364141,839611
208081682951,370663,561377
157852803359,181219,871061
138601489153,142369,973537
159347599237,215143,740659
14289750691,59753,239147
105869871791,215857,490463
526017828341,683377,769733
10971381787,91873,119419
105282905759,108223,972833
30597816071,85793,356647
475819732261,508693,935377
397497379,439,905461
802734211481,806503,995327
112299940579,186871,600949
107216645741,138893,771937
7565874487,7643,989909
274926044213,322433,852661
370838374259,469879,789221
235107114377,349753,672209
242416354547,247889,977923
424426342651,466561,909691
100568063437,131641,763957
85466203643,235607,362749
52795736789,140983,374483
34138841411,53987,632353
60567186613,104779,578047
18481245007,49639,372313
57165208879,67577,845927
29034546539,125423,231493
238292920553,463891,513683
160819398101,172973,929737
425001357691,431297,985403
270977268659,342389,791431
293462628463,295699,992437
36887001737,125753,293329
137420909803,158113,869131
27210439859,39371,691129
18122739121,52237,346933
562768163249,570173,987013
490741481297,614503,798599
714914868211,729403,980137
214680793693,325769,658997
355456099129,358681,991009
403944806717,412487,979291
96400192573,169661,568193
1732252897,14551,119047
554178427219,649063,853813
82163478139,108247,759037
76678841231,147391,520241
200605402873,255917,783869
5493708193,17761,309313
7131527497,19727,361511
33594137851,137143,244957
985778998301,991483,994247
114346896707,197159,579973
87238475083,239879,363677
46013021921,62563,735467
164969655593,234271,704183
27010689859,34511,782669
44905414361,59771,751291
423451539521,512593,826097
25208802989,51479,489691
237436406269,440903,538523
58860954211,180773,325607
15960474641,49537,322193
268346529107,468187,573161
195041045057,237821,820117
9234665567,49919,184993
65255662039,250153,260863
23727426571,65101,364471
587283260527,608843,964589
56455041697,149033,378809
392299097467,539159,727613
221762699971,280697,790043
160223124031,294641,543791
29676409901,86629,342569
20332466069,100193,202933
512932120787,645067,795161
182746392979,385267,474337
80358358807,190997,420731
18874657499,110273,171163
412478474609,497729,828721
113128586819,128603,879673
171913375451,190979,900169
411763864807,467897,880031
123684628183,290347,425989
52124528551,167747,310733
1842999,3,614333
154942986119,215123,720253
39203122333,112921,347173
320141525567,381481,839207
627564813397,749923,836839
60960966799,184057,331207
266838480331,317887,839413
733531805203,815029,900007
59332919,137,433087
62178528431,188767,329393
120251614163,184463,651901
359129241403,515951,696053
102862365377,165443,621739
224024687573,234083,957031
15855911429,72277,219377
2047852159,3559,575401
13517715713,18211,742283
259095567253,365933,708041
206828811283,321889,642547
161853916751,218287,741473
838941253957,867337,967261
30445670033,32371,940523
518891355713,711749,729037
180387222371,216037,834983
42409384573,160697,263909
45870321359,143093,320563
211476232421,232259,910519
460904196667,548221,840727
453997859737,609461,744917
25966863739,64577,402107
45543995801,80317,567053
267357549281,452813,590437
79648376989,109367,728267
69693892417,168029,414773
32179360123,41759,770597
578036322257,715651,807707
155351056291,235199,660509
344358837677,350767,981731
36812643823,48311,761993
155552028911,196171,792941
28738234453,55589,516977
399939585431,497771,803461
120209523103,226621,530443
19415077951,21121,919231
330941883859,383987,861857
345705513809,497741,694549
586332566089,642533,912533
675699731737,816377,827681
334927762861,522677,640793
81453578431,107647,756673
43042801339,181943,236573
262396194457,371249,706793
